,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,レールウェイ(フロント),スチーマーライン(ポート),スチーマーライン(ハーバー),スチーマーライン(ロスト),スチーマーライン(フロント),ビッグシティ・ヴィークル,曜日_数値,休日
0,2022-10-01 09:00:00,120,100,0,45,20,20,0,5,5,10,15,5,0,0,5,10,5,5,0,0,0,0,5,5,0,0,5,1
1,2022-10-01 09:15:00,140,110,0,55,25,30,0,30,10,15,15,10,0,0,5,10,10,10,0,0,0,0,10,5,0,0,5,1
2,2022-10-01 09:30:00,130,110,0,60,40,30,0,20,10,20,20,25,0,5,5,10,15,20,5,5,0,0,15,5,0,0,5,1
3,2022-10-01 09:45:00,120,95,0,60,50,35,0,20,20,25,25,25,0,5,5,15,10,15,5,5,0,0,15,5,0,0,5,1
4,2022-10-01 10:00:00,120,95,0,55,50,40,5,20,20,35,25,15,5,10,5,20,15,15,5,15,0,0,15,5,0,0,5,1
5,2022-10-01 10:15:00,120,95,0,50,40,45,15,30,15,35,15,15,5,10,5,20,15,20,0,10,0,0,15,5,0,0,5,1
6,2022-10-01 10:30:00,115,75,0,50,40,40,20,30,25,25,15,15,5,10,5,20,15,20,5,10,0,0,15,5,0,0,5,1
7,2022-10-01 10:45:00,95,85,0,60,40,40,20,30,15,25,15,15,5,5,5,5,15,20,10,20,0,0,15,5,0,0,5,1
8,2022-10-01 11:00:00,90,75,0,50,35,40,25,30,20,25,15,15,5,5,5,20,5,20,20,20,0,0,5,5,0,5,5,1
9,2022-10-01 11:15:00,90,70,0,50,40,25,10,15,10,0,15,15,5,5,5,20,5,25,20,20,0,0,5,5,0,5,5,1
10,2022-10-01 11:30:00,105,70,0,50,45,30,15,15,15,0,15,15,5,10,5,20,20,25,20,10,0,0,5,5,0,5,5,1
11,2022-10-01 11:45:00,110,65,0,55,45,30,15,20,15,0,15,15,5,10,5,0,15,30,20,10,0,0,5,5,0,5,5,1
12,2022-10-01 12:00:00,115,70,0,50,40,35,20,20,10,0,15,15,5,10,5,0,15,20,20,10,0,0,5,5,0,5,5,1
13,2022-10-01 12:15:00,110,70,0,45,35,35,25,20,15,15,15,15,5,10,5,5,15,20,20,10,0,0,20,5,0,5,5,1
14,2022-10-01 12:30:00,115,70,0,55,40,35,25,20,15,5,15,15,5,10,5,15,15,25,15,10,0,0,10,5,0,5,5,1
