,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,レールウェイ(フロント),スチーマーライン(ポート),スチーマーライン(ハーバー),スチーマーライン(ロスト),スチーマーライン(フロント),ビッグシティ・ヴィークル,曜日_数値,休日
0,2023-04-01 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1,2023-04-01 09:15:00,180,175,65,105,50,20,0,15,15,5,15,10,0,0,5,10,5,5,0,0,0,0,5,5,0,0,5,1
2,2023-04-01 09:30:00,190,170,65,115,55,40,0,30,30,15,15,10,0,0,5,20,10,10,0,0,0,0,5,5,0,0,5,1
3,2023-04-01 09:45:00,180,170,65,120,60,55,0,25,35,15,20,15,0,5,5,20,15,10,5,5,0,0,5,5,0,0,5,1
4,2023-04-01 10:00:00,170,170,60,140,70,55,0,35,35,25,30,30,0,10,5,20,20,20,5,15,5,5,10,5,0,0,5,1
5,2023-04-01 10:15:00,180,165,70,140,75,60,15,45,45,25,45,35,5,10,5,25,15,30,5,20,10,5,20,5,0,0,5,1
6,2023-04-01 10:30:00,200,170,85,130,85,70,20,45,45,50,50,35,5,10,10,35,20,25,25,10,25,5,25,5,0,0,5,1
7,2023-04-01 10:45:00,200,170,85,130,90,80,25,45,45,50,50,45,5,20,5,35,20,30,25,15,25,5,25,5,0,0,5,1
8,2023-04-01 11:00:00,200,205,110,130,85,80,30,45,45,50,55,45,5,25,5,35,20,35,25,20,30,10,25,5,0,0,5,1
9,2023-04-01 11:15:00,200,205,105,130,85,80,30,35,40,50,55,45,10,25,5,40,20,35,25,20,30,10,25,5,0,0,5,1
10,2023-04-01 11:30:00,200,180,105,120,85,70,30,40,45,20,55,45,10,25,10,40,20,35,30,25,25,15,5,5,0,5,5,1
11,2023-04-01 11:45:00,180,175,90,110,85,65,35,40,45,20,55,45,10,30,10,40,30,35,30,25,25,15,10,5,0,5,5,1
12,2023-04-01 12:00:00,180,175,80,120,85,65,35,40,45,30,55,45,15,30,15,35,25,40,30,25,30,15,10,5,0,5,5,1
13,2023-04-01 12:15:00,180,165,80,120,85,70,40,35,40,35,45,45,15,30,15,35,20,40,30,25,25,20,5,5,5,5,5,1
14,2023-04-01 12:30:00,165,140,60,130,85,70,25,40,35,35,45,45,15,25,20,40,20,35,30,25,15,25,10,15,5,15,5,1
15,2023-04-01 12:45:00,165,140,65,130,85,65,30,50,35,45,45,35,15,25,10,45,30,40,30,25,25,20,10,20,5,5,5,1
16,2023-04-01 13:00:00,155,155,75,130,85,60,45,50,0,40,45,35,10,25,10,45,30,40,30,25,25,20,15,20,15,10,5,1
17,2023-04-01 13:15:00,160,140,80,130,80,65,40,55,0,30,45,40,15,25,10,40,30,40,35,25,25,25,20,25,15,5,5,1
18,2023-04-01 13:30:00,170,130,80,130,80,70,20,40,0,25,60,45,15,30,15,40,30,35,35,25,25,25,20,25,15,10,5,1
19,2023-04-01 13:45:00,170,120,85,120,80,70,40,40,0,35,60,45,15,35,15,45,30,35,35,25,25,25,10,25,15,5,5,1
20,2023-04-01 14:00:00,170,130,85,120,80,70,30,50,0,35,60,40,15,30,20,45,30,35,35,30,20,25,10,30,15,5,5,1
21,2023-04-01 14:15:00,170,130,80,120,80,70,30,50,0,40,60,40,15,30,20,45,30,35,35,30,30,25,10,30,15,10,5,1
22,2023-04-01 14:30:00,170,120,75,120,80,70,40,50,25,40,60,40,20,25,20,45,30,40,35,25,30,25,15,30,30,5,5,1
23,2023-04-01 14:45:00,170,160,75,100,85,70,35,55,40,40,55,40,20,25,20,45,30,40,35,25,25,25,15,30,30,5,5,1
24,2023-04-01 15:00:00,170,150,70,100,80,70,35,55,45,40,50,40,20,25,20,45,30,35,25,30,25,30,20,30,20,15,5,1
25,2023-04-01 15:15:00,160,155,75,120,75,65,50,35,45,40,50,40,10,30,20,45,30,35,30,30,25,30,20,25,15,15,5,1
26,2023-04-01 15:30:00,160,170,85,130,75,65,45,35,45,40,50,40,10,35,15,45,30,35,35,30,25,30,20,25,10,15,5,1
27,2023-04-01 15:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
28,2023-04-01 16:00:00,160,180,80,125,75,70,35,75,50,35,60,0,15,35,10,55,30,40,35,25,40,25,25,25,25,10,5,1
29,2023-04-01 16:15:00,180,175,80,135,80,70,35,50,45,45,80,0,15,35,10,55,30,40,35,25,0,0,25,25,30,20,5,1
30,2023-04-01 16:30:00,190,175,80,135,80,65,60,55,45,55,80,0,15,30,10,40,30,35,35,25,0,0,25,25,35,20,5,1
31,2023-04-01 16:45:00,180,165,75,135,80,65,45,50,40,50,70,0,15,30,10,40,30,35,35,25,10,15,25,25,35,20,5,1
32,2023-04-01 17:00:00,185,150,75,125,80,65,45,35,40,50,60,25,15,35,10,40,25,35,35,25,25,20,20,25,30,0,5,1
