,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,レールウェイ(フロント),スチーマーライン(ポート),スチーマーライン(ハーバー),スチーマーライン(ロスト),スチーマーライン(フロント),ビッグシティ・ヴィークル,曜日_数値,休日
0,2022-08-01 09:00:00,90,85,80,40,20,5,0,0,10,5,15,15,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0
1,2022-08-01 09:15:00,95,85,90,45,30,5,0,0,10,5,15,20,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0
2,2022-08-01 09:30:00,95,85,90,50,30,15,0,0,10,25,25,25,0,5,5,5,5,10,5,5,0,0,0,0,0,0,0,0
3,2022-08-01 09:45:00,90,75,80,45,25,25,0,0,20,30,20,25,0,5,5,5,5,15,10,10,0,0,0,0,0,0,0,0
4,2022-08-01 10:00:00,80,60,80,45,35,35,10,5,20,30,25,25,5,5,5,20,5,20,10,15,0,0,0,0,0,0,0,0
5,2022-08-01 10:15:00,75,60,70,35,35,30,15,5,20,20,20,20,5,5,5,10,5,20,20,15,0,0,0,0,0,0,0,0
6,2022-08-01 10:30:00,65,50,55,35,35,25,20,20,20,5,20,15,5,5,5,10,10,20,20,15,5,5,0,0,0,0,0,0
7,2022-08-01 10:45:00,60,50,50,35,35,30,25,20,15,10,20,15,5,5,5,10,10,20,20,20,5,5,0,0,0,0,0,0
8,2022-08-01 11:00:00,60,45,60,40,35,30,25,20,10,5,15,10,5,5,5,10,10,20,20,20,5,5,0,0,0,0,0,0
9,2022-08-01 11:15:00,60,40,50,35,35,30,10,20,5,5,15,10,5,5,5,15,10,20,20,15,5,5,0,0,0,0,0,0
10,2022-08-01 11:30:00,60,40,50,35,35,25,15,20,10,5,25,10,5,5,5,15,5,20,20,15,5,5,0,0,0,0,0,0
11,2022-08-01 11:45:00,65,45,45,35,30,20,15,15,10,5,25,15,5,10,5,10,5,25,20,15,5,10,0,0,0,0,0,0
12,2022-08-01 12:00:00,70,60,45,35,30,20,20,15,5,5,15,15,5,10,5,5,5,20,20,15,5,10,5,5,0,0,0,0
13,2022-08-01 12:15:00,70,50,45,35,20,20,25,20,5,5,15,15,5,5,5,10,5,25,15,10,5,5,5,5,0,0,0,0
14,2022-08-01 12:30:00,60,50,45,40,15,25,15,15,5,5,15,15,5,5,5,5,5,25,20,10,5,5,5,5,0,0,0,0
15,2022-08-01 12:45:00,45,35,45,35,15,25,15,20,5,5,15,15,5,5,5,10,5,25,20,20,5,5,5,5,0,0,0,0
16,2022-08-01 13:00:00,45,55,45,30,15,25,15,20,10,5,15,15,5,5,5,10,5,20,15,20,15,5,5,5,0,0,0,0
17,2022-08-01 13:15:00,60,55,40,30,20,25,20,20,10,5,15,15,5,5,5,10,5,20,15,20,10,10,5,5,0,0,0,0
18,2022-08-01 13:30:00,70,50,40,25,20,20,20,20,10,5,15,10,5,5,5,10,5,25,10,15,10,10,5,5,0,0,0,0
19,2022-08-01 13:45:00,60,50,40,25,20,25,20,15,10,5,15,15,5,5,5,20,5,25,15,15,5,10,5,5,0,0,0,0
20,2022-08-01 14:00:00,60,50,40,30,20,25,25,20,15,5,15,15,5,5,5,20,5,25,20,20,5,10,5,5,0,0,0,0
21,2022-08-01 14:15:00,50,40,50,30,25,15,15,15,15,5,15,25,5,5,5,15,5,25,20,20,5,10,5,5,0,0,0,0
22,2022-08-01 14:30:00,50,50,50,30,35,20,15,30,10,5,15,25,5,5,5,15,5,25,20,20,15,10,5,5,0,0,0,0
23,2022-08-01 14:45:00,60,60,45,30,30,20,15,30,15,5,15,25,5,5,5,15,10,25,20,20,15,10,5,5,0,0,0,0
24,2022-08-01 15:00:00,65,60,50,30,20,20,20,20,10,5,15,10,5,5,5,10,5,25,20,20,10,10,5,5,0,0,0,0
25,2022-08-01 15:15:00,55,55,50,30,25,20,25,35,5,5,15,10,5,10,5,10,10,25,20,20,5,15,5,5,0,0,0,0
26,2022-08-01 15:30:00,55,50,45,20,20,10,25,20,5,5,15,15,5,10,5,10,5,20,20,15,5,15,5,5,0,0,0,0
27,2022-08-01 15:45:00,55,45,45,20,15,15,30,20,5,5,15,15,5,10,5,10,5,20,20,15,5,10,5,5,0,0,0,0
28,2022-08-01 16:00:00,55,45,40,20,15,25,15,30,5,5,15,5,5,5,5,10,5,20,10,15,5,10,5,5,0,0,0,0
29,2022-08-01 16:15:00,55,60,40,20,20,25,20,30,10,5,15,5,5,5,5,10,5,20,15,10,10,15,5,5,0,0,0,0
30,2022-08-01 16:30:00,60,60,45,20,20,20,25,30,5,10,15,5,5,5,5,15,5,20,10,10,10,5,5,5,0,0,0,0
31,2022-08-01 16:45:00,60,60,45,25,20,15,50,30,5,10,15,10,5,10,5,15,5,15,10,10,15,5,5,5,0,0,0,0
32,2022-08-01 17:00:00,55,55,40,25,15,15,35,30,5,15,15,5,5,10,5,10,5,15,15,5,10,5,5,0,0,0,0,0
33,2022-08-01 17:15:00,55,55,40,20,10,15,25,15,5,0,15,5,5,5,5,10,5,15,15,5,5,5,0,0,0,0,0,0
34,2022-08-01 17:30:00,50,45,40,25,5,15,25,20,5,0,15,5,5,5,5,10,5,15,10,5,5,5,0,0,0,0,0,0
35,2022-08-01 17:45:00,60,45,45,20,10,15,25,20,10,15,15,5,5,5,5,10,5,15,10,5,15,5,0,0,0,0,0,0
36,2022-08-01 18:00:00,70,65,45,20,20,15,15,20,10,10,15,5,5,5,5,15,5,15,5,5,15,10,5,5,0,0,0,0
37,2022-08-01 18:15:00,65,60,45,20,15,25,20,20,5,20,15,5,5,5,5,10,5,15,10,10,15,5,5,5,0,0,0,0
38,2022-08-01 18:30:00,60,55,50,20,15,20,20,20,10,25,15,5,5,10,5,10,5,15,10,10,10,5,0,5,0,0,0,0
39,2022-08-01 18:45:00,60,50,50,20,15,20,25,20,5,20,20,10,5,5,5,15,10,15,10,10,10,5,0,5,0,0,0,0
40,2022-08-01 19:00:00,60,40,45,20,10,20,25,15,5,30,20,20,5,5,5,15,5,10,10,5,10,5,0,0,0,0,0,0
41,2022-08-01 19:15:00,60,45,45,20,10,20,15,15,5,35,15,20,5,10,5,15,10,10,5,5,10,10,0,0,0,0,0,0
42,2022-08-01 19:30:00,60,55,55,20,5,15,15,20,5,35,15,20,5,10,5,5,5,10,5,5,10,10,0,0,0,0,0,0
