,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,スチーマーライン(フロント),スチーマーライン(ロスト),スチーマーライン(ハーバー),レールウェイ(フロント),スチーマーライン(ポート),ビッグシティ・ヴィークル,曜日_数値,休日
108,2021-02-03 12:00:00,0,5,5,10,15,15,5,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,0
109,2021-02-03 12:15:00,0,5,5,10,10,10,25,10,0,5,10,0,5,5,5,5,5,5,5,5,15,5,5,0,0,5,2,0
110,2021-02-03 12:30:00,0,10,5,5,10,10,10,5,0,5,10,0,5,5,5,5,5,5,5,5,15,5,5,0,0,5,2,0
111,2021-02-03 12:45:00,0,10,5,5,15,10,30,5,0,5,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,2,0
112,2021-02-03 13:00:00,0,10,5,5,15,5,10,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,2,0
113,2021-02-03 13:15:00,0,10,5,5,10,10,30,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,2,0
114,2021-02-03 13:30:00,0,10,5,20,10,10,15,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
115,2021-02-03 13:45:00,0,5,5,15,30,10,30,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
116,2021-02-03 14:00:00,0,5,5,10,20,15,20,10,0,5,10,0,10,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
117,2021-02-03 14:15:00,0,5,5,5,10,10,5,5,0,5,10,0,10,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
118,2021-02-03 14:30:00,0,5,5,5,5,10,25,5,0,10,10,0,10,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
119,2021-02-03 14:45:00,0,5,5,5,5,15,10,5,0,10,10,0,10,5,5,5,5,5,5,10,5,5,5,0,0,5,2,0
120,2021-02-03 15:00:00,0,5,5,5,5,15,30,5,0,5,10,0,10,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
121,2021-02-03 15:15:00,0,5,5,5,10,10,15,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
122,2021-02-03 15:30:00,5,5,5,10,10,15,30,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
123,2021-02-03 15:45:00,5,5,5,5,5,15,20,10,0,10,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
124,2021-02-03 16:00:00,5,5,5,5,10,15,5,10,0,10,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
125,2021-02-03 16:15:00,10,5,5,10,10,15,20,10,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
126,2021-02-03 16:30:00,10,5,5,5,10,10,10,5,0,30,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
127,2021-02-03 16:45:00,10,5,5,10,5,10,30,5,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,0
128,2021-02-03 17:00:00,15,5,5,10,5,10,10,5,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,0
129,2021-02-03 17:15:00,15,5,5,10,5,15,30,5,0,25,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,0
130,2021-02-03 17:30:00,10,5,5,10,5,15,15,10,0,25,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,0
131,2021-02-03 17:45:00,15,5,10,15,15,10,30,0,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,0
132,2021-02-03 18:00:00,10,10,5,15,10,5,20,0,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,0
133,2021-02-03 18:15:00,10,15,5,10,5,5,5,0,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,0
134,2021-02-03 18:30:00,5,15,15,10,5,5,0,0,0,25,10,0,5,5,5,5,5,5,5,5,0,5,0,0,0,0,2,0
135,2021-02-03 18:45:00,0,10,0,10,5,5,0,0,0,0,0,0,5,5,0,5,5,5,5,5,0,5,0,0,0,0,2,0
136,2021-02-03 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
137,2021-02-03 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
138,2021-02-03 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
139,2021-02-03 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
140,2021-02-03 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
141,2021-02-03 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
142,2021-02-03 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
143,2021-02-03 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
144,2021-02-04 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
145,2021-02-04 09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
146,2021-02-04 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
147,2021-02-04 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
148,2021-02-04 10:00:00,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,3,0
149,2021-02-04 10:15:00,0,0,5,0,0,5,0,0,0,5,0,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,3,0
150,2021-02-04 10:30:00,0,15,15,0,5,5,0,0,0,10,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,3,0
151,2021-02-04 10:45:00,0,20,15,20,25,5,0,0,0,10,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,3,0
152,2021-02-04 11:00:00,0,15,15,20,20,15,0,10,0,15,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,0
153,2021-02-04 11:15:00,0,15,15,10,20,20,20,5,0,10,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,0
154,2021-02-04 11:30:00,0,5,10,15,20,15,5,10,0,10,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,0
155,2021-02-04 11:45:00,0,5,5,15,20,15,20,10,0,5,10,0,5,5,5,10,5,5,5,5,5,5,5,0,0,0,3,0
156,2021-02-04 12:00:00,0,5,5,15,10,10,5,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,0
157,2021-02-04 12:15:00,0,5,5,5,5,5,25,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,0
158,2021-02-04 12:30:00,0,5,5,5,5,10,10,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,0
