,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,スチーマーライン(フロント),スチーマーライン(ロスト),スチーマーライン(ハーバー),レールウェイ(フロント),スチーマーライン(ポート),ビッグシティ・ヴィークル,曜日_数値,休日
222,2021-02-05 16:30:00,5,5,5,5,10,5,5,15,0,10,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,0
223,2021-02-05 16:45:00,5,5,5,5,5,5,25,10,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,0
224,2021-02-05 17:00:00,5,5,5,15,5,5,10,10,0,10,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,0
225,2021-02-05 17:15:00,5,5,5,15,5,5,30,10,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,0
226,2021-02-05 17:30:00,5,5,5,5,5,5,15,15,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,0
227,2021-02-05 17:45:00,5,5,5,5,5,5,5,0,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,0
228,2021-02-05 18:00:00,5,10,5,5,5,5,15,0,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,0
229,2021-02-05 18:15:00,5,10,5,5,5,5,5,0,0,10,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,0
230,2021-02-05 18:30:00,5,10,5,10,5,5,0,0,0,10,10,0,5,5,5,5,5,5,5,5,0,5,0,0,0,0,4,0
231,2021-02-05 18:45:00,5,10,0,10,5,5,0,0,0,10,10,0,5,5,5,5,5,5,5,5,0,5,0,0,0,0,4,0
232,2021-02-05 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
233,2021-02-05 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
234,2021-02-05 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
235,2021-02-05 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
236,2021-02-05 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
237,2021-02-05 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
238,2021-02-05 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
239,2021-02-05 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
240,2021-02-06 09:00:00,0,5,0,5,5,0,0,0,0,0,10,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,5,1
241,2021-02-06 09:15:00,0,15,5,5,5,0,0,0,0,5,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,5,1
242,2021-02-06 09:30:00,0,20,5,5,5,5,0,0,0,10,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,5,1
243,2021-02-06 09:45:00,0,20,5,5,5,5,0,0,0,10,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,5,1
244,2021-02-06 10:00:00,0,15,5,5,10,5,5,10,0,10,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,5,1
245,2021-02-06 10:15:00,0,10,5,5,10,5,25,10,0,10,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,5,1
246,2021-02-06 10:30:00,0,5,5,5,5,5,5,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,5,1
247,2021-02-06 10:45:00,0,5,5,5,5,5,20,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,5,1
248,2021-02-06 11:00:00,0,5,5,5,5,5,5,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,0,0,0,0,5,1
249,2021-02-06 11:15:00,0,5,5,5,5,5,25,10,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,1
250,2021-02-06 11:30:00,0,5,5,5,5,5,10,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,1
251,2021-02-06 11:45:00,0,5,5,5,5,5,30,5,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,5,1
252,2021-02-06 12:00:00,0,5,5,5,15,5,15,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1
253,2021-02-06 12:15:00,0,5,5,5,5,5,30,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1
254,2021-02-06 12:30:00,5,5,5,5,5,5,15,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1
255,2021-02-06 12:45:00,5,5,5,5,5,5,5,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1
256,2021-02-06 13:00:00,5,5,5,5,5,5,20,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1
257,2021-02-06 13:15:00,5,5,5,5,5,5,10,10,0,10,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
258,2021-02-06 13:30:00,5,5,5,5,5,5,25,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
259,2021-02-06 13:45:00,5,5,5,5,5,5,10,10,0,10,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,5,5,1
260,2021-02-06 14:00:00,5,5,5,5,5,5,30,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,1
261,2021-02-06 14:15:00,5,5,5,5,5,10,15,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,1
262,2021-02-06 14:30:00,5,5,5,5,5,15,5,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,1
263,2021-02-06 14:45:00,5,5,5,5,5,10,20,5,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
264,2021-02-06 15:00:00,5,5,5,5,5,5,5,5,0,25,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
265,2021-02-06 15:15:00,5,5,5,5,5,5,25,5,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
266,2021-02-06 15:30:00,5,5,5,5,5,5,5,10,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
267,2021-02-06 15:45:00,5,5,5,5,5,5,25,10,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
268,2021-02-06 16:00:00,5,5,5,5,5,5,10,10,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
269,2021-02-06 16:15:00,5,5,5,5,5,5,5,10,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
270,2021-02-06 16:30:00,5,5,5,5,5,5,15,5,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
271,2021-02-06 16:45:00,5,5,5,5,5,5,5,10,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,1
272,2021-02-06 17:00:00,5,5,5,5,5,5,20,10,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1
273,2021-02-06 17:15:00,5,5,5,5,5,5,5,10,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1
274,2021-02-06 17:30:00,5,5,5,5,5,5,25,10,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1
275,2021-02-06 17:45:00,5,5,5,5,5,5,10,0,0,30,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1
276,2021-02-06 18:00:00,5,5,5,5,5,5,25,0,0,30,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1
277,2021-02-06 18:15:00,5,10,5,5,5,5,10,0,0,25,10,0,5,5,5,5,5,5,5,5,10,5,5,0,0,0,5,1
278,2021-02-06 18:30:00,5,20,5,5,5,5,0,0,0,20,10,0,5,5,5,5,5,5,5,5,0,5,0,0,0,0,5,1
279,2021-02-06 18:45:00,5,10,0,5,5,5,0,0,0,20,10,0,0,0,0,5,5,5,5,5,0,5,0,0,0,0,5,1
280,2021-02-06 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
281,2021-02-06 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
282,2021-02-06 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
283,2021-02-06 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
284,2021-02-06 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
285,2021-02-06 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
286,2021-02-06 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
287,2021-02-06 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
288,2021-02-07 09:00:00,0,0,5,0,5,0,0,0,0,5,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,6,1
289,2021-02-07 09:15:00,0,15,5,0,5,0,0,0,0,5,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,6,1
290,2021-02-07 09:30:00,0,20,5,0,5,0,0,0,0,20,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,6,1
291,2021-02-07 09:45:00,0,25,10,15,5,0,0,0,0,30,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,6,1
292,2021-02-07 10:00:00,0,20,5,15,20,0,25,10,0,30,10,0,5,0,5,5,5,5,5,5,0,5,5,0,0,0,6,1
293,2021-02-07 10:15:00,0,10,5,10,20,0,20,10,0,10,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,6,1
294,2021-02-07 10:30:00,0,5,5,5,20,15,5,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,6,1
295,2021-02-07 10:45:00,0,10,5,5,25,10,20,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,6,1
296,2021-02-07 11:00:00,0,10,5,5,20,10,5,5,0,5,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,6,1
297,2021-02-07 11:15:00,0,10,5,5,5,5,20,10,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,6,1
298,2021-02-07 11:30:00,0,10,5,5,5,5,10,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,6,1
299,2021-02-07 11:45:00,0,5,5,5,5,5,25,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,1
300,2021-02-07 12:00:00,0,5,5,5,5,5,15,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,1
301,2021-02-07 12:15:00,0,5,5,5,5,5,30,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
302,2021-02-07 12:30:00,0,5,5,5,5,5,15,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
303,2021-02-07 12:45:00,0,5,5,5,5,5,5,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
304,2021-02-07 13:00:00,0,5,5,5,5,5,20,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
305,2021-02-07 13:15:00,0,5,5,5,5,5,10,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
306,2021-02-07 13:30:00,0,5,5,5,5,5,25,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
307,2021-02-07 13:45:00,0,5,5,5,5,5,10,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
308,2021-02-07 14:00:00,0,10,5,5,15,5,30,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,6,1
309,2021-02-07 14:15:00,0,10,5,5,10,5,15,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,6,1
310,2021-02-07 14:30:00,5,5,5,5,5,5,30,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,6,1
311,2021-02-07 14:45:00,5,10,5,5,5,5,20,5,0,10,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
312,2021-02-07 15:00:00,5,5,5,5,5,5,5,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
313,2021-02-07 15:15:00,5,5,5,5,5,5,25,5,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
314,2021-02-07 15:30:00,10,5,5,5,15,5,10,5,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
315,2021-02-07 15:45:00,5,5,5,5,15,5,25,5,0,15,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
316,2021-02-07 16:00:00,5,5,5,5,10,5,10,5,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
317,2021-02-07 16:15:00,5,5,5,5,5,5,30,5,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
318,2021-02-07 16:30:00,5,5,5,5,5,5,15,10,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
319,2021-02-07 16:45:00,10,10,5,5,5,5,30,5,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,1
320,2021-02-07 17:00:00,5,15,5,5,5,5,20,10,0,25,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,1
321,2021-02-07 17:15:00,5,10,5,5,5,5,5,10,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,1
322,2021-02-07 17:30:00,5,10,5,5,5,5,25,5,0,25,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,1
323,2021-02-07 17:45:00,5,15,5,5,5,5,10,5,0,25,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,1
324,2021-02-07 18:00:00,5,15,10,5,5,5,25,0,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,1
325,2021-02-07 18:15:00,5,20,5,5,5,5,10,0,0,20,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,1
326,2021-02-07 18:30:00,10,20,5,5,5,5,5,0,0,20,10,0,5,5,5,5,5,5,5,5,0,5,0,0,0,0,6,1
327,2021-02-07 18:45:00,10,0,5,5,5,5,0,0,0,20,10,0,0,5,0,5,5,5,5,5,0,5,0,0,0,0,6,1
328,2021-02-07 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
329,2021-02-07 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
330,2021-02-07 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
331,2021-02-07 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
332,2021-02-07 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
333,2021-02-07 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
334,2021-02-07 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
335,2021-02-07 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
336,2021-02-08 09:00:00,0,5,5,5,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0
337,2021-02-08 09:15:00,0,5,5,5,0,0,0,0,0,5,10,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0
338,2021-02-08 09:30:00,0,15,5,15,0,0,0,0,0,5,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,0,0
339,2021-02-08 09:45:00,0,20,10,20,10,5,0,0,0,5,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,0,0
340,2021-02-08 10:00:00,0,15,15,25,30,5,30,10,0,5,10,0,0,0,5,5,0,5,5,5,0,5,5,0,0,0,0,0
341,2021-02-08 10:15:00,0,15,15,20,25,5,20,10,0,5,10,0,0,0,5,5,0,5,5,5,0,5,5,0,0,0,0,0
342,2021-02-08 10:30:00,0,10,10,20,15,5,5,10,0,5,10,0,0,0,5,5,5,5,5,5,0,5,5,0,0,0,0,0
343,2021-02-08 10:45:00,0,10,10,10,10,5,20,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0
344,2021-02-08 11:00:00,0,5,5,10,20,10,10,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0
345,2021-02-08 11:15:00,0,5,10,5,15,15,10,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0
346,2021-02-08 11:30:00,0,5,10,5,10,15,10,5,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0
347,2021-02-08 11:45:00,0,0,5,5,10,10,30,5,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0
348,2021-02-08 12:00:00,0,0,5,5,5,15,15,5,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
349,2021-02-08 12:15:00,0,0,5,5,5,10,5,5,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
350,2021-02-08 12:30:00,0,0,5,5,5,5,20,5,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
351,2021-02-08 12:45:00,0,0,5,5,5,5,5,10,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
352,2021-02-08 13:00:00,0,5,5,5,5,5,20,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
353,2021-02-08 13:15:00,0,5,5,5,5,5,10,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
354,2021-02-08 13:30:00,0,5,5,5,5,5,25,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
355,2021-02-08 13:45:00,0,5,10,5,5,5,10,5,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,5,0,0
356,2021-02-08 14:00:00,0,10,5,5,10,5,30,5,0,0,10,0,10,5,5,5,5,5,5,5,0,0,0,0,0,5,0,0
357,2021-02-08 14:15:00,0,5,5,5,10,10,15,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,0
358,2021-02-08 14:30:00,0,5,5,5,5,5,30,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,0
359,2021-02-08 14:45:00,0,10,5,5,5,5,20,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
360,2021-02-08 15:00:00,0,5,5,5,5,5,5,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
361,2021-02-08 15:15:00,0,5,5,5,5,10,20,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
362,2021-02-08 15:30:00,0,5,5,5,5,15,10,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
363,2021-02-08 15:45:00,0,5,5,5,5,10,30,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
364,2021-02-08 16:00:00,0,5,5,5,5,10,10,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
365,2021-02-08 16:15:00,0,5,5,5,5,10,30,5,0,10,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
366,2021-02-08 16:30:00,0,5,5,5,5,10,15,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
367,2021-02-08 16:45:00,0,5,5,10,5,5,5,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0
368,2021-02-08 17:00:00,0,5,5,5,15,5,20,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0
369,2021-02-08 17:15:00,0,5,5,5,10,5,5,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0
370,2021-02-08 17:30:00,0,5,5,5,15,5,25,10,0,10,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0
371,2021-02-08 17:45:00,0,5,5,5,10,5,5,5,0,30,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0
372,2021-02-08 18:00:00,0,5,10,10,5,5,25,0,0,25,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0
373,2021-02-08 18:15:00,0,10,10,15,5,5,15,0,0,25,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0
374,2021-02-08 18:30:00,0,10,15,10,5,5,5,0,0,25,10,0,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0
375,2021-02-08 18:45:00,0,10,0,5,0,5,0,0,0,10,10,0,5,5,0,5,5,5,5,5,0,5,0,0,0,0,0,0
376,2021-02-08 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2021-02-08 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2021-02-08 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2021-02-08 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2021-02-08 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2021-02-08 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2021-02-08 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2021-02-08 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2021-02-09 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
385,2021-02-09 09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
386,2021-02-09 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
387,2021-02-09 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
388,2021-02-09 10:00:00,0,0,5,5,0,0,0,0,0,5,0,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,1,0
389,2021-02-09 10:15:00,0,5,5,10,0,0,0,0,0,10,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,1,0
390,2021-02-09 10:30:00,0,15,10,15,0,0,0,0,0,10,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,1,0
391,2021-02-09 10:45:00,0,15,10,20,15,0,0,0,0,15,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,1,0
392,2021-02-09 11:00:00,0,20,10,20,25,0,15,0,0,10,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,1,0
393,2021-02-09 11:15:00,0,15,10,15,15,0,15,5,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,1,0
394,2021-02-09 11:30:00,0,5,10,15,10,5,5,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,1,0
395,2021-02-09 11:45:00,0,5,10,10,5,5,20,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0
396,2021-02-09 12:00:00,0,5,5,5,5,10,10,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0
397,2021-02-09 12:15:00,0,5,5,5,5,5,25,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
398,2021-02-09 12:30:00,0,5,5,5,5,5,10,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
399,2021-02-09 12:45:00,0,5,5,5,5,5,30,5,0,5,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,1,0
400,2021-02-09 13:00:00,0,5,5,5,5,10,15,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,1,0
401,2021-02-09 13:15:00,0,5,5,15,5,5,5,5,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,1,0
402,2021-02-09 13:30:00,0,5,5,15,5,5,15,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
403,2021-02-09 13:45:00,0,5,5,10,5,5,5,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
404,2021-02-09 14:00:00,0,5,5,10,15,5,25,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
405,2021-02-09 14:15:00,0,5,5,5,5,10,10,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
406,2021-02-09 14:30:00,0,5,5,5,5,5,25,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
407,2021-02-09 14:45:00,0,5,5,5,5,10,5,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
408,2021-02-09 15:00:00,0,5,5,5,5,10,25,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
409,2021-02-09 15:15:00,0,5,5,5,5,10,10,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
410,2021-02-09 15:30:00,5,5,5,5,5,5,5,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
411,2021-02-09 15:45:00,5,5,5,5,5,5,20,5,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
412,2021-02-09 16:00:00,5,5,5,5,5,5,5,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
413,2021-02-09 16:15:00,15,5,5,5,5,5,20,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,0
