,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,レールウェイ(フロント),スチーマーライン(ポート),スチーマーライン(ハーバー),スチーマーライン(ロスト),スチーマーライン(フロント),ビッグシティ・ヴィークル,曜日_数値,曜日
64,2022-02-02 13:00:00,30,15,30,0,25,25,30,20,20,0,20,15,5,5,5,5,5,10,5,5,5,5,0,20,20,5,2,Wednesday
65,2022-02-02 13:15:00,25,15,35,0,30,30,15,20,10,0,20,15,5,5,5,5,5,10,5,5,5,5,0,20,20,5,2,Wednesday
66,2022-02-02 13:30:00,25,15,40,0,35,25,25,20,15,5,20,15,5,5,5,5,5,10,5,5,15,5,0,20,20,5,2,Wednesday
67,2022-02-02 13:45:00,25,20,40,0,25,25,30,20,15,5,20,15,5,5,5,5,5,10,5,5,15,5,0,20,20,5,2,Wednesday
68,2022-02-02 14:00:00,20,20,35,0,25,30,15,20,15,5,20,15,5,5,5,10,5,10,5,10,5,5,0,20,20,5,2,Wednesday
69,2022-02-02 14:15:00,20,15,35,0,30,30,25,20,10,5,20,25,5,5,5,10,5,10,5,5,5,5,0,20,20,5,2,Wednesday
70,2022-02-02 14:30:00,25,15,40,0,40,30,30,20,15,5,30,25,5,5,5,10,5,10,5,5,5,5,0,10,20,5,2,Wednesday
71,2022-02-02 14:45:00,30,15,40,0,35,30,15,25,15,5,30,15,5,5,5,10,5,15,5,5,5,5,0,20,20,5,2,Wednesday
72,2022-02-02 15:00:00,25,15,45,0,30,30,25,20,5,5,20,15,5,5,10,10,5,15,5,5,20,5,0,20,20,5,2,Wednesday
73,2022-02-02 15:15:00,25,15,45,0,30,30,30,20,5,5,25,15,5,5,5,10,5,15,10,5,15,5,0,20,20,5,2,Wednesday
74,2022-02-02 15:30:00,25,15,45,0,25,30,20,25,10,10,25,15,5,5,5,10,5,15,10,5,15,5,5,5,5,5,2,Wednesday
75,2022-02-02 15:45:00,25,15,40,0,25,30,25,25,25,10,25,20,5,5,5,5,5,15,10,5,15,10,5,5,5,5,2,Wednesday
76,2022-02-02 16:00:00,20,15,30,0,30,30,30,25,30,10,30,20,5,5,5,5,5,15,10,5,10,20,5,5,5,0,2,Wednesday
77,2022-02-02 16:15:00,20,10,35,0,20,30,20,25,10,15,25,20,5,5,5,5,5,15,15,10,10,15,5,5,5,0,2,Wednesday
78,2022-02-02 16:30:00,20,1,35,0,20,30,25,25,5,10,25,15,5,5,5,5,5,10,15,5,5,10,5,5,5,0,2,Wednesday
79,2022-02-02 16:45:00,20,15,35,0,20,30,15,20,20,15,25,10,5,5,5,5,5,10,10,5,5,10,5,5,5,0,2,Wednesday
80,2022-02-02 17:00:00,25,15,45,0,15,30,20,20,15,30,25,10,5,5,5,5,5,10,5,5,15,10,5,5,5,0,2,Wednesday
81,2022-02-02 17:15:00,30,15,45,0,15,20,25,20,10,25,25,10,5,5,5,5,5,10,5,5,15,10,5,5,5,0,2,Wednesday
82,2022-02-02 17:30:00,30,15,40,0,15,20,15,20,5,25,20,10,5,5,5,5,5,10,5,5,10,15,5,5,5,0,2,Wednesday
83,2022-02-02 17:45:00,30,20,35,0,10,25,20,25,0,25,20,10,5,5,5,5,5,10,5,5,5,10,5,5,5,0,2,Wednesday
84,2022-02-02 18:00:00,35,25,40,0,5,25,25,20,0,25,15,10,5,5,5,5,5,10,5,5,5,10,5,5,5,0,2,Wednesday
85,2022-02-02 18:15:00,35,20,40,0,5,25,15,20,0,25,15,10,5,5,5,5,5,10,5,5,5,10,5,5,5,0,2,Wednesday
86,2022-02-02 18:30:00,25,20,45,0,10,25,25,20,0,30,15,10,5,5,5,5,5,5,5,5,20,15,5,5,5,0,2,Wednesday
87,2022-02-02 18:45:00,25,20,45,0,10,25,30,20,0,25,15,5,5,5,5,5,5,5,5,5,15,15,5,5,0,0,2,Wednesday
88,2022-02-02 19:00:00,25,10,40,0,10,25,15,20,0,25,15,5,5,5,5,5,5,5,5,5,15,10,5,5,0,0,2,Wednesday
89,2022-02-02 19:15:00,25,10,45,0,10,20,25,25,0,30,15,5,5,5,5,5,5,5,5,5,5,10,5,5,0,0,2,Wednesday
90,2022-02-02 19:30:00,20,15,45,0,5,20,30,20,0,20,15,5,5,5,5,5,5,5,5,5,5,15,5,5,0,0,2,Wednesday
91,2022-02-02 19:45:00,25,25,45,0,5,15,15,20,5,30,15,5,5,5,5,5,5,5,5,5,5,15,5,5,0,0,2,Wednesday
92,2022-02-02 20:00:00,20,25,45,0,5,15,20,20,5,25,15,5,5,5,5,5,5,5,5,5,5,10,5,5,0,0,2,Wednesday
93,2022-02-02 20:15:00,20,35,0,0,5,15,30,20,5,35,15,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,2,Wednesday
94,2022-02-02 20:30:00,15,30,0,0,5,15,15,0,5,0,15,5,5,5,5,5,5,5,5,5,5,5,0,5,0,0,2,Wednesday
95,2022-02-02 20:45:00,10,0,0,0,0,0,0,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,0,5,0,0,2,Wednesday
96,2022-02-03 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
97,2022-02-03 09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
98,2022-02-03 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
99,2022-02-03 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
100,2022-02-03 10:00:00,25,25,35,0,5,5,0,0,10,5,15,5,0,0,5,5,5,5,5,5,5,5,5,5,0,0,3,Thursday
101,2022-02-03 10:15:00,25,35,45,0,25,5,0,0,10,10,15,5,0,0,5,5,5,5,5,5,5,5,5,5,0,0,3,Thursday
102,2022-02-03 10:30:00,30,55,60,0,35,20,0,0,15,10,15,5,0,5,5,5,5,5,5,5,10,5,5,5,0,0,3,Thursday
103,2022-02-03 10:45:00,30,55,55,0,40,25,0,0,15,10,20,15,0,5,5,5,5,5,5,5,5,5,5,5,0,0,3,Thursday
104,2022-02-03 11:00:00,30,25,40,0,40,35,5,5,10,5,20,15,5,5,5,5,5,5,5,5,5,5,5,0,0,0,3,Thursday
105,2022-02-03 11:15:00,25,25,35,0,35,40,20,20,10,5,20,15,5,5,5,5,5,5,5,5,5,5,0,0,0,0,3,Thursday
106,2022-02-03 11:30:00,25,10,30,0,30,35,25,20,5,0,15,15,5,5,5,5,5,5,5,5,5,5,0,0,0,0,3,Thursday
107,2022-02-03 11:45:00,25,15,35,0,25,30,15,20,5,5,15,10,5,5,5,5,5,5,5,5,5,5,5,5,5,0,3,Thursday
108,2022-02-03 12:00:00,30,10,40,0,30,30,20,20,5,5,15,10,5,5,5,5,5,5,5,5,5,10,5,5,5,5,3,Thursday
109,2022-02-03 12:15:00,30,10,45,0,20,30,30,20,5,5,15,10,5,5,5,5,5,5,5,5,10,5,5,5,5,5,3,Thursday
110,2022-02-03 12:30:00,30,15,45,0,25,25,15,20,5,10,15,10,5,5,5,5,5,5,5,5,5,10,5,0,5,5,3,Thursday
111,2022-02-03 12:45:00,30,20,40,0,35,25,20,20,5,5,15,10,5,5,5,5,5,5,5,5,5,10,5,0,0,5,3,Thursday
112,2022-02-03 13:00:00,30,20,40,0,30,25,30,20,5,0,15,10,5,5,5,5,5,5,5,5,5,5,0,20,20,5,3,Thursday
113,2022-02-03 13:15:00,30,20,35,0,25,25,20,20,5,0,15,10,5,5,5,5,5,10,5,5,5,5,0,20,5,5,3,Thursday
114,2022-02-03 13:30:00,25,20,35,0,25,25,20,20,10,5,25,15,5,5,5,5,5,10,5,5,5,5,0,20,5,5,3,Thursday
115,2022-02-03 13:45:00,25,25,40,0,30,25,30,20,10,5,25,15,5,5,5,5,5,15,5,5,15,5,0,20,5,5,3,Thursday
116,2022-02-03 14:00:00,25,25,35,0,25,25,20,20,5,0,25,15,5,5,5,5,5,10,5,5,10,10,0,20,5,5,3,Thursday
117,2022-02-03 14:15:00,20,20,35,0,20,30,25,20,5,0,25,10,5,5,5,5,5,10,5,5,5,10,0,20,5,5,3,Thursday
118,2022-02-03 14:30:00,20,20,35,0,35,35,30,20,5,5,25,15,5,5,5,10,5,10,5,5,5,5,0,20,5,5,3,Thursday
119,2022-02-03 14:45:00,20,25,35,0,30,35,15,20,5,5,15,15,5,5,5,10,5,10,5,5,5,5,0,0,5,5,3,Thursday
120,2022-02-03 15:00:00,20,25,40,0,30,30,25,25,5,5,15,15,5,5,5,5,5,10,5,5,25,5,0,0,0,5,3,Thursday
121,2022-02-03 15:15:00,20,25,40,0,25,30,30,25,5,5,20,25,5,5,5,5,5,10,5,5,20,5,0,0,0,5,3,Thursday
122,2022-02-03 15:30:00,25,25,45,0,25,30,15,25,5,10,20,25,5,5,5,5,5,10,5,5,20,10,5,5,5,5,3,Thursday
123,2022-02-03 15:45:00,25,20,40,0,20,30,25,20,5,10,20,15,5,5,5,5,5,15,10,5,15,10,5,5,5,5,3,Thursday
124,2022-02-03 16:00:00,30,20,35,0,20,35,15,20,20,10,20,10,5,5,5,5,5,15,10,10,10,10,5,5,5,0,3,Thursday
125,2022-02-03 16:15:00,30,20,35,0,20,30,20,20,20,10,20,10,5,5,10,5,5,15,10,5,5,10,5,5,5,0,3,Thursday
126,2022-02-03 16:30:00,25,20,35,0,20,25,25,20,10,5,20,5,5,5,5,5,5,15,10,5,5,10,5,5,5,0,3,Thursday
127,2022-02-03 16:45:00,25,20,35,0,10,25,35,25,10,5,20,10,5,5,5,5,5,15,10,5,5,10,5,5,5,0,3,Thursday
128,2022-02-03 17:00:00,20,15,40,0,15,25,20,25,5,15,20,10,5,5,5,5,5,15,5,5,5,5,5,5,5,0,3,Thursday
129,2022-02-03 17:15:00,25,15,40,0,20,25,30,20,20,20,15,10,5,5,5,5,5,15,5,5,5,10,5,5,5,0,3,Thursday
130,2022-02-03 17:30:00,25,15,35,0,10,20,15,20,10,20,15,10,5,5,5,5,5,10,5,5,5,15,5,5,5,0,3,Thursday
131,2022-02-03 17:45:00,25,15,40,0,10,20,20,20,5,25,15,10,5,5,5,5,5,10,5,5,5,10,5,5,5,0,3,Thursday
132,2022-02-03 18:00:00,25,15,45,0,10,25,30,20,5,20,15,10,5,5,5,5,5,5,5,5,10,10,5,5,5,0,3,Thursday
133,2022-02-03 18:15:00,20,15,40,0,5,25,20,20,5,20,15,15,5,5,5,5,5,5,5,5,10,10,5,5,5,0,3,Thursday
134,2022-02-03 18:30:00,25,10,45,0,15,25,20,20,5,30,15,10,5,5,5,5,5,5,5,5,20,10,5,5,5,0,3,Thursday
135,2022-02-03 18:45:00,25,10,50,0,5,25,30,15,5,30,15,5,5,5,5,5,5,5,5,5,15,10,5,5,0,0,3,Thursday
136,2022-02-03 19:00:00,25,5,45,0,5,20,15,20,5,25,15,5,5,5,5,5,5,5,5,5,10,15,5,5,0,0,3,Thursday
137,2022-02-03 19:15:00,20,20,45,0,5,20,25,20,5,30,15,5,5,5,5,5,5,5,5,5,5,15,5,5,0,0,3,Thursday
138,2022-02-03 19:30:00,20,15,45,0,5,20,30,20,5,30,15,5,5,5,5,5,5,5,5,5,5,15,5,5,0,0,3,Thursday
139,2022-02-03 19:45:00,20,20,50,0,5,20,15,15,5,30,15,5,5,5,5,5,5,5,5,5,5,10,5,5,0,0,3,Thursday
140,2022-02-03 20:00:00,20,20,50,0,5,20,30,15,5,25,15,5,5,5,5,5,5,5,5,5,5,10,5,5,0,0,3,Thursday
141,2022-02-03 20:15:00,20,25,0,0,5,5,30,25,5,25,15,5,5,5,5,5,5,5,5,5,5,10,5,5,0,0,3,Thursday
142,2022-02-03 20:30:00,15,25,0,0,15,15,30,20,5,0,15,5,5,5,5,5,5,5,5,5,5,10,0,5,0,0,3,Thursday
143,2022-02-03 20:45:00,10,0,0,0,0,0,0,0,5,0,0,5,5,5,5,5,5,5,5,5,5,10,0,5,0,0,3,Thursday
144,2022-02-04 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
145,2022-02-04 09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
146,2022-02-04 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
147,2022-02-04 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
148,2022-02-04 10:00:00,30,30,25,0,15,5,0,0,15,5,0,5,0,0,5,5,5,5,5,5,5,5,5,5,0,0,4,Friday
149,2022-02-04 10:15:00,30,30,45,0,20,5,0,0,20,5,15,5,0,0,5,5,5,5,5,5,5,5,5,5,0,0,4,Friday
150,2022-02-04 10:30:00,30,35,50,0,35,20,0,0,20,15,15,5,0,5,5,5,5,5,5,5,10,5,5,5,0,0,4,Friday
151,2022-02-04 10:45:00,30,30,45,0,40,25,0,0,15,10,25,15,0,5,5,5,5,5,5,5,10,5,5,5,0,0,4,Friday
152,2022-02-04 11:00:00,30,30,40,0,35,30,10,20,15,10,35,15,5,5,5,5,5,10,5,5,5,5,5,5,0,0,4,Friday
153,2022-02-04 11:15:00,30,30,40,0,25,30,20,15,15,10,30,15,5,5,5,10,5,10,5,5,5,5,5,5,0,0,4,Friday
154,2022-02-04 11:30:00,30,15,40,0,20,30,25,15,5,0,20,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,Friday
155,2022-02-04 11:45:00,30,15,35,0,25,25,15,15,5,5,25,10,5,5,5,5,5,10,5,5,5,5,5,5,5,0,4,Friday
156,2022-02-04 12:00:00,30,15,35,0,25,20,20,15,5,5,20,10,5,5,5,5,5,10,5,5,5,5,5,5,5,5,4,Friday
157,2022-02-04 12:15:00,30,15,40,0,15,20,30,20,5,5,20,10,5,5,5,5,5,5,5,5,15,5,5,5,5,5,4,Friday
158,2022-02-04 12:30:00,25,15,40,0,25,20,15,20,5,5,25,10,5,5,5,5,5,10,5,5,10,5,5,5,5,5,4,Friday
159,2022-02-04 12:45:00,25,15,30,0,25,25,20,20,10,5,20,15,5,5,5,5,5,10,5,5,5,5,0,0,0,5,4,Friday
160,2022-02-04 13:00:00,30,15,30,0,30,25,30,20,10,0,20,10,5,5,5,5,5,15,5,5,5,10,0,20,20,5,4,Friday
161,2022-02-04 13:15:00,30,15,30,0,30,25,20,20,5,0,15,15,5,5,5,5,5,10,5,5,5,5,0,20,20,5,4,Friday
162,2022-02-04 13:30:00,35,15,40,0,20,25,20,20,10,5,20,5,5,5,5,5,5,10,5,5,10,5,0,20,20,5,4,Friday
163,2022-02-04 13:45:00,35,15,40,0,30,25,30,25,10,5,25,15,5,5,5,10,5,10,5,5,15,5,0,20,20,5,4,Friday
164,2022-02-04 14:00:00,30,20,35,0,30,25,30,25,10,0,25,15,5,5,5,10,5,10,5,5,15,10,0,20,20,5,4,Friday
165,2022-02-04 14:15:00,25,20,30,0,20,30,25,25,5,0,25,15,5,5,5,10,5,10,5,5,10,10,0,20,20,5,4,Friday
166,2022-02-04 14:30:00,30,20,40,0,30,30,30,25,10,5,35,15,5,5,10,5,5,15,10,5,10,5,0,20,20,5,4,Friday
167,2022-02-04 14:45:00,25,20,40,0,35,35,20,20,10,5,35,15,5,5,10,10,5,15,10,5,10,5,0,20,20,5,4,Friday
168,2022-02-04 15:00:00,25,15,40,0,35,30,25,25,5,0,25,15,5,5,5,10,5,15,10,5,20,5,0,20,20,5,4,Friday
169,2022-02-04 15:15:00,25,20,40,0,30,30,20,20,5,0,25,25,5,5,5,5,5,15,10,5,15,10,0,0,0,5,4,Friday
170,2022-02-04 15:30:00,30,20,40,0,25,30,15,20,10,10,25,20,5,5,5,10,5,15,15,5,20,5,5,5,5,5,4,Friday
171,2022-02-04 15:45:00,30,25,30,0,25,30,25,30,10,5,25,20,5,5,5,10,5,15,10,10,15,10,5,5,5,5,4,Friday
172,2022-02-04 16:00:00,25,25,30,0,20,30,35,20,10,5,30,15,5,5,5,10,5,15,5,5,15,10,5,5,5,0,4,Friday
173,2022-02-04 16:15:00,25,25,30,0,20,20,20,25,5,5,35,15,5,5,10,10,5,15,10,5,10,10,5,5,5,0,4,Friday
174,2022-02-04 16:30:00,30,25,30,0,20,25,25,20,15,5,30,15,5,5,10,5,5,15,10,5,10,10,5,5,5,0,4,Friday
175,2022-02-04 16:45:00,35,25,40,0,20,25,15,25,20,10,30,10,5,5,5,5,5,10,10,5,10,10,5,5,5,0,4,Friday
176,2022-02-04 17:00:00,30,20,45,0,10,25,20,25,30,20,30,10,5,5,5,5,5,10,5,5,20,15,5,5,5,0,4,Friday
177,2022-02-04 17:15:00,30,20,45,0,20,25,25,25,20,20,25,10,5,5,5,5,5,10,5,5,20,10,5,5,5,0,4,Friday
178,2022-02-04 17:30:00,30,20,45,0,20,25,15,25,20,20,20,10,5,5,5,5,5,10,5,5,10,15,5,5,5,0,4,Friday
