,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,レールウェイ(フロント),スチーマーライン(ポート),スチーマーライン(ハーバー),スチーマーライン(ロスト),スチーマーライン(フロント),ビッグシティ・ヴィークル,曜日_数値,曜日
0,2021-06-01 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
1,2021-06-01 09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
2,2021-06-01 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
3,2021-06-01 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
4,2021-06-01 10:00:00,0,0,0,5,5,5,0,0,0,0,10,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,1,Tuesday
5,2021-06-01 10:15:00,0,10,5,5,5,5,0,0,5,5,10,0,0,0,5,5,0,5,0,0,5,5,5,5,0,0,1,Tuesday
6,2021-06-01 10:30:00,0,30,15,5,5,5,0,0,5,15,10,0,0,5,5,5,0,5,0,0,5,5,5,5,0,0,1,Tuesday
7,2021-06-01 10:45:00,0,40,25,20,5,5,0,0,5,25,10,0,0,5,5,5,0,5,0,0,5,5,5,5,0,0,1,Tuesday
8,2021-06-01 11:00:00,0,35,30,30,5,5,15,0,5,0,10,0,5,5,5,5,5,5,0,0,5,5,5,5,0,0,1,Tuesday
9,2021-06-01 11:15:00,0,25,25,25,15,5,5,10,5,0,10,5,5,5,5,5,5,5,5,5,10,5,0,0,0,0,1,Tuesday
10,2021-06-01 11:30:00,0,15,25,20,15,10,5,10,5,0,10,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,Tuesday
11,2021-06-01 11:45:00,0,20,20,10,10,10,15,10,5,0,10,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,Tuesday
12,2021-06-01 12:00:00,0,15,20,5,10,10,5,10,5,5,10,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,1,Tuesday
13,2021-06-01 12:15:00,0,10,20,10,5,10,15,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,Tuesday
14,2021-06-01 12:30:00,0,15,5,10,5,5,15,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,Tuesday
15,2021-06-01 12:45:00,0,15,5,10,5,5,5,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,Tuesday
16,2021-06-01 13:00:00,0,10,5,10,10,5,10,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,Tuesday
17,2021-06-01 13:15:00,0,20,5,5,10,5,15,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,Tuesday
18,2021-06-01 13:30:00,0,15,10,5,20,10,5,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,Tuesday
19,2021-06-01 13:45:00,0,10,10,15,10,10,10,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,1,Tuesday
20,2021-06-01 14:00:00,0,10,5,5,15,10,15,10,5,5,10,5,5,5,5,5,5,5,5,5,10,10,0,0,0,5,1,Tuesday
21,2021-06-01 14:15:00,0,10,5,5,15,5,5,10,5,5,10,5,5,5,5,5,5,5,5,5,5,10,0,0,0,5,1,Tuesday
22,2021-06-01 14:30:00,0,5,5,5,5,10,10,10,5,5,10,5,5,5,5,5,5,5,5,5,5,10,0,0,0,5,1,Tuesday
23,2021-06-01 14:45:00,0,10,5,10,5,10,15,10,5,10,10,5,5,5,5,5,5,5,5,5,10,15,5,5,5,5,1,Tuesday
24,2021-06-01 15:00:00,0,10,5,10,10,10,5,10,5,5,10,5,5,5,5,5,5,10,5,5,5,10,5,5,5,5,1,Tuesday
25,2021-06-01 15:15:00,0,15,10,5,25,5,15,30,5,10,10,10,5,5,5,5,5,10,5,5,15,10,5,5,5,5,1,Tuesday
26,2021-06-01 15:30:00,0,15,15,10,5,5,5,15,5,15,10,5,5,5,5,5,5,5,5,5,20,15,5,5,5,5,1,Tuesday
27,2021-06-01 15:45:00,0,15,10,10,5,5,5,15,5,15,10,15,5,5,5,5,5,5,5,5,15,15,5,5,5,5,1,Tuesday
28,2021-06-01 16:00:00,0,15,5,5,5,5,10,15,5,10,10,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,1,Tuesday
29,2021-06-01 16:15:00,0,10,5,10,5,10,5,10,5,20,10,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,1,Tuesday
30,2021-06-01 16:30:00,0,10,5,10,5,10,5,10,5,20,10,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,1,Tuesday
31,2021-06-01 16:45:00,0,20,5,5,5,5,15,10,5,20,10,5,5,5,5,5,5,5,5,5,20,10,5,10,5,0,1,Tuesday
32,2021-06-01 17:00:00,0,15,5,5,0,10,5,10,5,15,10,5,5,5,5,5,5,5,5,5,5,10,5,10,5,0,1,Tuesday
33,2021-06-01 17:15:00,0,15,10,10,0,10,10,15,5,15,10,5,5,5,5,5,5,5,5,5,5,10,5,10,5,0,1,Tuesday
34,2021-06-01 17:30:00,0,15,5,15,0,10,0,10,5,25,10,5,5,5,5,5,5,5,5,5,5,10,5,5,5,0,1,Tuesday
35,2021-06-01 17:45:00,0,15,10,15,0,5,0,10,5,25,10,5,5,5,5,5,5,5,5,5,5,15,5,5,5,0,1,Tuesday
36,2021-06-01 18:00:00,0,20,10,15,0,5,0,5,5,35,10,5,5,5,5,5,5,5,5,5,5,15,5,5,5,0,1,Tuesday
37,2021-06-01 18:15:00,0,25,20,15,5,5,0,0,5,35,10,5,5,5,5,5,5,5,5,5,5,15,5,5,5,0,1,Tuesday
38,2021-06-01 18:30:00,0,25,10,10,5,5,0,0,5,0,10,5,5,5,5,5,5,5,5,5,5,10,0,5,0,0,1,Tuesday
39,2021-06-01 18:45:00,0,0,20,5,5,5,0,0,5,0,10,5,5,5,5,5,5,5,5,5,5,5,0,5,0,0,1,Tuesday
40,2021-06-01 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
41,2021-06-01 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
42,2021-06-01 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
43,2021-06-01 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
44,2021-06-01 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
45,2021-06-01 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
46,2021-06-01 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
47,2021-06-01 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
48,2021-06-02 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
49,2021-06-02 09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
50,2021-06-02 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
51,2021-06-02 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
52,2021-06-02 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
53,2021-06-02 10:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
54,2021-06-02 10:30:00,0,40,20,20,0,5,0,0,0,30,10,0,0,5,5,5,0,5,0,0,5,5,5,5,0,0,2,Wednesday
55,2021-06-02 10:45:00,0,40,35,25,10,5,0,0,0,30,10,0,0,5,5,5,0,5,0,0,15,5,5,5,0,0,2,Wednesday
56,2021-06-02 11:00:00,0,35,45,35,25,10,15,0,0,0,10,5,5,5,5,5,5,5,5,5,15,5,5,0,0,0,2,Wednesday
57,2021-06-02 11:15:00,0,30,25,35,25,15,15,10,5,0,10,10,5,5,5,5,5,5,5,5,10,5,0,0,0,0,2,Wednesday
58,2021-06-02 11:30:00,0,25,15,25,20,15,5,10,5,0,15,15,5,5,5,10,5,5,5,5,10,5,0,0,0,0,2,Wednesday
59,2021-06-02 11:45:00,0,20,15,20,20,15,15,15,5,0,15,15,5,5,5,5,5,5,5,5,5,5,0,0,0,0,2,Wednesday
60,2021-06-02 12:00:00,0,30,20,15,15,15,5,15,5,5,15,10,5,5,5,5,5,5,5,5,10,5,5,5,5,5,2,Wednesday
61,2021-06-02 12:15:00,0,20,20,10,15,10,10,15,5,5,15,10,5,5,5,5,5,5,5,5,10,5,5,5,5,5,2,Wednesday
62,2021-06-02 12:30:00,0,10,10,20,15,10,15,15,10,5,15,10,5,5,5,5,5,5,5,5,10,5,5,5,5,5,2,Wednesday
63,2021-06-02 12:45:00,0,5,10,20,15,10,5,15,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,Wednesday
64,2021-06-02 13:00:00,0,10,10,15,10,10,10,15,10,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,Wednesday
65,2021-06-02 13:15:00,0,25,15,10,25,10,15,10,5,5,10,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,2,Wednesday
66,2021-06-02 13:30:00,0,20,10,15,25,15,5,10,5,5,10,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,2,Wednesday
67,2021-06-02 13:45:00,0,20,10,15,15,10,15,10,5,10,15,10,5,5,5,5,5,5,5,5,5,5,5,5,0,5,2,Wednesday
68,2021-06-02 14:00:00,0,20,10,10,15,10,15,15,5,0,15,15,5,5,5,5,5,5,5,5,5,10,0,0,0,5,2,Wednesday
69,2021-06-02 14:15:00,0,20,10,10,15,10,5,15,5,0,15,15,5,5,5,5,5,5,5,5,5,15,0,0,0,5,2,Wednesday
70,2021-06-02 14:30:00,0,15,5,10,10,10,10,15,5,0,15,5,5,5,5,5,5,5,5,5,5,15,0,0,0,5,2,Wednesday
71,2021-06-02 14:45:00,0,15,10,15,5,5,15,15,5,0,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,Wednesday
72,2021-06-02 15:00:00,0,15,10,10,5,5,5,15,5,15,15,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,2,Wednesday
73,2021-06-02 15:15:00,0,25,15,5,5,10,15,15,5,10,10,5,5,5,5,5,5,5,5,5,15,15,5,5,5,5,2,Wednesday
74,2021-06-02 15:30:00,0,25,10,5,5,10,15,15,5,15,10,20,5,5,5,5,5,5,5,5,20,15,5,5,5,5,2,Wednesday
75,2021-06-02 15:45:00,0,20,10,15,5,10,15,10,10,15,10,5,5,5,5,5,5,5,5,5,15,15,5,5,5,5,2,Wednesday
76,2021-06-02 16:00:00,0,15,5,10,5,10,15,10,10,15,10,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,2,Wednesday
77,2021-06-02 16:15:00,0,15,5,10,5,10,10,10,5,20,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,Wednesday
78,2021-06-02 16:30:00,0,15,5,10,10,5,5,15,5,20,15,0,5,5,5,5,5,5,5,5,5,10,5,5,5,5,2,Wednesday
79,2021-06-02 16:45:00,0,20,10,15,5,5,15,15,0,25,10,0,5,5,5,5,5,5,5,5,15,5,5,5,5,5,2,Wednesday
