,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,スチーマーライン(フロント),スチーマーライン(ロスト),スチーマーライン(ハーバー),レールウェイ(フロント),スチーマーライン(ポート),ビッグシティ・ヴィークル,曜日_数値,曜日
365,2021-01-08 16:15:00,5,5,5,0,5,5,10,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
366,2021-01-08 16:30:00,5,5,5,0,5,5,15,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
367,2021-01-08 16:45:00,5,5,5,0,5,5,10,10,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
368,2021-01-08 17:00:00,5,5,5,0,5,5,20,10,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
369,2021-01-08 17:15:00,5,5,5,0,5,5,10,10,5,20,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
370,2021-01-08 17:30:00,5,5,5,5,5,5,25,10,5,20,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
371,2021-01-08 17:45:00,5,5,5,30,5,5,10,10,5,15,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
372,2021-01-08 18:00:00,5,5,5,25,5,5,30,10,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
373,2021-01-08 18:15:00,5,5,5,15,5,5,15,10,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
374,2021-01-08 18:30:00,5,5,5,10,5,5,10,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
375,2021-01-08 18:45:00,5,5,5,10,5,5,20,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
376,2021-01-08 19:00:00,5,5,5,10,5,5,5,10,5,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
377,2021-01-08 19:15:00,5,5,5,10,5,5,25,5,5,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
378,2021-01-08 19:30:00,5,10,5,10,5,5,5,15,5,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,4,Friday
379,2021-01-08 19:45:00,5,10,5,5,5,5,5,0,5,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,4,Friday
380,2021-01-08 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
381,2021-01-08 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
382,2021-01-08 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
383,2021-01-08 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
384,2021-01-09 09:00:00,0,45,10,0,5,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,Saturday
385,2021-01-09 09:15:00,0,70,10,0,5,5,0,0,5,0,10,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,5,Saturday
386,2021-01-09 09:30:00,0,50,25,0,15,15,0,0,5,0,10,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,5,Saturday
387,2021-01-09 09:45:00,0,50,50,0,30,20,0,0,10,25,10,0,5,0,5,10,0,5,0,0,0,5,5,0,0,0,5,Saturday
388,2021-01-09 10:00:00,0,30,40,15,40,25,5,15,5,10,10,0,5,0,5,10,0,5,5,5,0,5,5,0,0,0,5,Saturday
389,2021-01-09 10:15:00,0,30,25,25,35,25,15,15,5,10,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,5,Saturday
390,2021-01-09 10:30:00,0,0,20,0,0,25,5,15,5,5,15,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,5,Saturday
391,2021-01-09 10:45:00,0,0,20,0,0,35,20,15,5,5,10,0,5,5,0,5,5,5,5,5,0,5,5,0,0,0,5,Saturday
392,2021-01-09 11:00:00,0,0,40,0,0,35,5,15,5,0,15,0,5,5,0,5,5,5,5,5,0,0,0,0,0,0,5,Saturday
393,2021-01-09 11:15:00,0,0,40,0,0,30,25,25,5,0,15,0,5,5,0,10,5,5,5,5,0,0,0,0,0,0,5,Saturday
394,2021-01-09 11:30:00,0,0,20,0,0,25,10,25,5,0,15,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,Saturday
395,2021-01-09 11:45:00,0,0,15,0,0,25,30,25,5,5,15,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,5,Saturday
396,2021-01-09 12:00:00,0,0,0,0,5,0,15,25,5,5,15,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,5,Saturday
397,2021-01-09 12:15:00,0,0,0,0,25,0,5,15,5,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,5,Saturday
398,2021-01-09 12:30:00,0,0,0,15,35,25,15,15,5,5,10,5,5,5,5,5,5,10,5,5,10,5,5,0,0,5,5,Saturday
399,2021-01-09 12:45:00,0,0,0,30,35,20,5,15,5,10,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,5,Saturday
400,2021-01-09 13:00:00,0,0,0,45,35,20,20,15,5,25,10,5,5,5,5,5,5,10,5,5,10,5,5,0,0,5,5,Saturday
401,2021-01-09 13:15:00,0,0,0,45,30,20,10,10,5,30,10,5,5,5,5,5,5,10,5,5,10,5,5,0,0,5,5,Saturday
402,2021-01-09 13:30:00,0,0,15,45,35,20,30,15,5,25,10,5,5,5,5,10,5,10,10,5,10,5,5,0,0,5,5,Saturday
403,2021-01-09 13:45:00,0,0,10,45,30,25,15,15,5,25,10,5,5,5,5,10,5,10,10,5,0,5,5,0,0,5,5,Saturday
404,2021-01-09 14:00:00,0,0,15,30,35,25,10,10,5,0,10,5,5,5,5,10,5,10,10,5,0,0,0,0,0,5,5,Saturday
405,2021-01-09 14:15:00,0,0,20,35,35,25,0,0,5,0,10,5,5,5,5,10,5,10,10,5,0,0,0,0,0,5,5,Saturday
406,2021-01-09 14:30:00,0,0,15,30,30,25,0,0,5,0,10,5,5,5,5,10,5,10,5,5,0,0,0,0,0,5,5,Saturday
407,2021-01-09 14:45:00,0,0,20,35,30,25,15,0,10,25,10,5,5,5,5,5,5,10,5,5,5,5,5,0,0,5,5,Saturday
408,2021-01-09 15:00:00,0,0,10,35,30,25,35,0,5,25,10,10,5,5,5,5,5,10,5,5,5,5,5,0,0,5,5,Saturday
409,2021-01-09 15:15:00,0,0,15,35,30,25,25,0,5,25,10,15,5,5,5,5,5,10,5,5,10,5,5,0,0,5,5,Saturday
410,2021-01-09 15:30:00,0,0,15,35,40,25,45,0,5,35,10,10,5,5,5,5,10,15,5,5,10,5,5,0,0,5,5,Saturday
411,2021-01-09 15:45:00,0,0,15,35,35,20,30,0,5,25,10,10,5,5,5,5,10,15,5,5,10,15,5,0,0,5,5,Saturday
412,2021-01-09 16:00:00,0,0,15,35,35,20,45,0,5,25,10,10,5,5,5,10,5,5,5,5,10,15,5,0,0,5,5,Saturday
413,2021-01-09 16:15:00,0,0,15,35,30,25,30,0,10,35,10,10,5,5,5,15,5,10,5,5,10,15,5,0,0,5,5,Saturday
414,2021-01-09 16:30:00,0,0,15,35,30,25,50,0,5,35,10,10,5,5,5,5,5,10,5,5,10,15,5,0,0,5,5,Saturday
415,2021-01-09 16:45:00,0,0,10,30,25,25,35,0,5,35,10,10,5,5,5,5,10,10,10,10,10,15,5,0,0,5,5,Saturday
416,2021-01-09 17:00:00,0,0,15,30,25,20,25,15,5,40,10,10,5,5,5,10,5,10,10,10,10,15,5,0,0,0,5,Saturday
417,2021-01-09 17:15:00,0,0,15,25,25,20,15,15,5,30,10,10,5,5,5,10,5,10,10,5,10,15,5,0,0,0,5,Saturday
418,2021-01-09 17:30:00,0,0,10,30,20,20,25,10,5,25,10,10,5,5,5,10,5,5,10,5,10,15,5,0,0,0,5,Saturday
419,2021-01-09 17:45:00,0,0,15,30,20,20,15,25,5,25,10,10,5,5,5,5,5,10,10,5,10,15,5,0,0,0,5,Saturday
420,2021-01-09 18:00:00,0,0,15,30,25,20,35,15,5,25,10,10,5,5,5,5,5,10,5,5,10,15,5,0,0,0,5,Saturday
421,2021-01-09 18:15:00,0,0,10,35,20,20,15,15,5,25,10,5,5,5,5,5,5,10,5,5,10,15,5,0,0,0,5,Saturday
422,2021-01-09 18:30:00,0,0,10,35,15,10,30,10,5,25,10,5,5,5,5,5,5,5,5,5,10,15,5,0,0,0,5,Saturday
423,2021-01-09 18:45:00,0,0,15,30,15,10,20,10,5,25,10,5,5,5,5,5,5,5,5,5,10,15,5,0,0,0,5,Saturday
424,2021-01-09 19:00:00,0,10,15,35,10,15,10,10,5,25,10,5,5,5,5,5,5,5,5,5,0,15,5,0,0,0,5,Saturday
425,2021-01-09 19:15:00,0,30,10,35,10,10,25,10,5,25,10,5,5,5,5,5,5,5,5,0,0,15,5,0,0,0,5,Saturday
426,2021-01-09 19:30:00,0,35,15,30,5,10,5,10,5,35,10,5,5,5,5,5,5,5,5,0,0,15,0,0,0,0,5,Saturday
427,2021-01-09 19:45:00,0,30,15,20,5,5,0,0,5,35,10,5,5,5,5,5,5,5,5,0,0,15,0,0,0,0,5,Saturday
428,2021-01-09 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
429,2021-01-09 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
430,2021-01-09 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
431,2021-01-09 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
432,2021-01-10 09:00:00,0,0,0,0,15,5,0,0,5,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,Sunday
433,2021-01-10 09:15:00,0,60,15,0,30,5,0,0,10,0,10,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,6,Sunday
434,2021-01-10 09:30:00,0,60,30,0,45,25,0,0,10,0,15,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,6,Sunday
435,2021-01-10 09:45:00,0,50,40,0,40,40,0,0,10,15,15,0,0,0,5,10,0,5,0,0,0,5,5,0,0,0,6,Sunday
436,2021-01-10 10:00:00,0,45,35,0,40,60,30,10,10,25,20,5,0,5,5,20,0,5,5,5,0,5,5,0,0,0,6,Sunday
437,2021-01-10 10:15:00,0,40,25,0,40,50,20,15,5,20,20,5,0,5,5,20,5,5,5,5,0,5,5,0,0,0,6,Sunday
438,2021-01-10 10:30:00,0,35,25,0,0,40,10,15,5,15,20,5,5,5,5,10,5,10,5,5,0,5,5,0,0,0,6,Sunday
439,2021-01-10 10:45:00,0,0,40,5,0,35,20,25,0,15,15,5,5,5,5,10,5,10,10,5,0,5,5,0,0,0,6,Sunday
440,2021-01-10 11:00:00,0,0,35,45,0,35,10,25,0,0,15,5,5,0,5,10,5,10,10,5,0,5,5,0,0,0,6,Sunday
441,2021-01-10 11:15:00,0,0,30,50,0,35,25,30,0,0,10,5,5,0,5,10,15,10,10,5,0,5,0,0,0,0,6,Sunday
442,2021-01-10 11:30:00,0,0,25,50,0,35,10,25,0,0,15,5,5,0,5,15,5,10,10,5,0,5,0,0,0,0,6,Sunday
443,2021-01-10 11:45:00,0,0,25,45,0,35,35,25,0,10,15,5,5,0,5,15,5,10,10,5,5,5,5,0,0,0,6,Sunday
444,2021-01-10 12:00:00,0,0,0,0,0,0,15,25,0,5,15,5,5,0,5,15,5,10,10,5,5,5,5,0,0,5,6,Sunday
445,2021-01-10 12:15:00,0,0,0,0,0,0,35,15,5,5,15,5,5,5,5,10,5,10,5,5,5,5,5,0,0,5,6,Sunday
446,2021-01-10 12:30:00,0,0,0,0,0,0,20,30,5,5,15,5,5,5,5,10,5,15,5,5,5,5,5,0,0,5,6,Sunday
447,2021-01-10 12:45:00,0,0,0,0,30,0,10,25,5,5,15,5,5,5,5,10,5,15,5,5,5,5,5,0,0,5,6,Sunday
448,2021-01-10 13:00:00,0,0,0,0,40,20,20,30,5,25,10,5,5,5,5,10,5,10,5,5,5,5,5,0,0,5,6,Sunday
449,2021-01-10 13:15:00,0,0,0,0,40,35,10,25,5,30,10,5,5,5,5,5,5,10,5,5,5,5,5,0,0,5,6,Sunday
450,2021-01-10 13:30:00,0,0,0,0,40,35,25,25,5,20,10,5,5,5,5,5,5,10,5,5,5,5,5,0,0,5,6,Sunday
451,2021-01-10 13:45:00,0,0,0,0,35,35,10,25,5,0,10,5,5,5,5,10,5,10,5,5,0,0,5,0,0,5,6,Sunday
452,2021-01-10 14:00:00,0,0,15,0,35,35,0,0,5,0,10,5,5,5,5,15,5,10,5,5,0,0,0,0,0,5,6,Sunday
453,2021-01-10 14:15:00,0,0,20,0,40,30,0,0,5,0,10,5,5,5,5,10,5,15,5,5,0,0,0,0,0,10,6,Sunday
454,2021-01-10 14:30:00,0,0,40,0,40,30,0,40,5,0,10,5,5,5,5,15,5,15,5,5,0,0,0,0,0,5,6,Sunday
455,2021-01-10 14:45:00,0,0,40,0,35,35,0,40,10,20,10,5,5,5,5,15,5,15,10,5,5,5,5,0,0,5,6,Sunday
456,2021-01-10 15:00:00,0,0,30,0,35,35,0,60,5,20,10,5,5,5,5,15,5,15,10,5,15,5,5,0,0,5,6,Sunday
457,2021-01-10 15:15:00,0,0,30,0,35,35,0,0,5,20,10,5,5,10,5,15,10,15,10,5,15,5,5,0,0,5,6,Sunday
458,2021-01-10 15:30:00,0,0,20,0,45,35,0,0,5,30,10,5,5,5,5,10,10,15,10,5,5,5,5,0,0,5,6,Sunday
459,2021-01-10 15:45:00,0,0,15,0,40,35,0,0,5,30,10,5,5,5,5,10,10,15,10,10,5,5,5,0,0,5,6,Sunday
460,2021-01-10 16:00:00,0,0,20,0,35,35,0,0,5,35,10,5,5,5,5,15,10,15,15,10,5,5,5,0,0,25,6,Sunday
461,2021-01-10 16:15:00,0,0,25,0,35,35,0,0,5,35,10,5,5,5,5,10,10,20,15,10,5,5,5,0,0,10,6,Sunday
462,2021-01-10 16:30:00,0,0,20,0,30,35,0,20,5,35,10,5,5,10,5,5,10,20,10,5,5,5,5,0,0,5,6,Sunday
463,2021-01-10 16:45:00,0,0,15,0,30,30,0,10,5,35,10,5,5,5,5,10,5,15,10,5,5,5,5,0,0,5,6,Sunday
464,2021-01-10 17:00:00,0,0,15,0,30,25,25,30,5,35,10,5,5,5,5,10,5,10,10,5,5,5,5,0,0,0,6,Sunday
465,2021-01-10 17:15:00,0,0,20,0,25,25,40,30,5,45,10,5,5,5,5,10,5,10,10,5,5,5,5,0,0,0,6,Sunday
466,2021-01-10 17:30:00,0,0,20,0,25,30,25,30,5,45,10,5,5,10,5,10,5,10,10,5,5,5,5,0,0,0,6,Sunday
467,2021-01-10 17:45:00,0,0,20,0,25,30,10,20,5,35,10,5,5,5,5,10,5,15,10,5,5,5,5,0,0,0,6,Sunday
468,2021-01-10 18:00:00,0,0,20,0,25,20,35,20,5,25,10,10,5,5,5,10,5,15,10,5,5,5,5,0,0,0,6,Sunday
469,2021-01-10 18:15:00,0,0,20,0,20,20,15,20,5,25,10,10,5,5,5,5,5,15,10,5,5,5,5,0,0,0,6,Sunday
470,2021-01-10 18:30:00,0,0,15,0,20,20,30,10,5,25,10,5,5,5,5,5,5,5,10,5,5,5,5,0,0,0,6,Sunday
471,2021-01-10 18:45:00,0,0,15,0,20,25,15,30,5,30,10,5,5,5,5,5,5,5,10,5,5,5,5,0,0,0,6,Sunday
472,2021-01-10 19:00:00,0,25,20,30,20,25,35,10,5,30,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,6,Sunday
473,2021-01-10 19:15:00,0,30,25,25,20,20,20,10,5,30,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,6,Sunday
474,2021-01-10 19:30:00,0,40,20,0,10,15,10,20,5,0,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,6,Sunday
475,2021-01-10 19:45:00,0,35,15,0,5,10,0,0,5,0,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,6,Sunday
476,2021-01-10 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
477,2021-01-10 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
478,2021-01-10 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
479,2021-01-10 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
480,2021-01-11 09:00:00,0,15,5,10,10,5,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,Monday
481,2021-01-11 09:15:00,0,15,5,15,5,5,0,0,5,0,10,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,Monday
482,2021-01-11 09:30:00,0,15,5,10,5,5,0,0,5,0,10,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,Monday
483,2021-01-11 09:45:00,0,10,5,10,5,5,0,0,5,5,10,0,5,0,5,0,0,5,0,0,0,5,5,0,0,0,0,Monday
484,2021-01-11 10:00:00,0,5,5,10,5,5,0,10,5,5,10,5,5,5,5,5,0,5,5,5,0,5,5,0,0,0,0,Monday
485,2021-01-11 10:15:00,0,5,5,5,5,5,15,15,5,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
486,2021-01-11 10:30:00,0,0,5,0,5,5,10,15,5,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
487,2021-01-11 10:45:00,0,0,5,0,5,5,25,15,5,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
488,2021-01-11 11:00:00,0,0,5,0,10,5,10,15,5,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,Monday
489,2021-01-11 11:15:00,0,0,5,0,5,5,30,10,5,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,Monday
490,2021-01-11 11:30:00,0,0,5,0,5,5,10,10,5,0,10,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,Monday
491,2021-01-11 11:45:00,0,0,5,0,5,5,30,10,5,0,10,5,5,5,5,5,5,5,5,0,5,5,5,0,0,0,0,Monday
492,2021-01-11 12:00:00,0,0,5,0,5,5,15,10,5,5,10,5,5,5,5,5,5,5,5,0,5,5,5,0,0,0,0,Monday
493,2021-01-11 12:15:00,0,0,5,0,5,5,10,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
494,2021-01-11 12:30:00,0,5,5,20,5,5,20,10,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
495,2021-01-11 12:45:00,0,0,5,5,5,5,10,15,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
496,2021-01-11 13:00:00,0,0,5,5,5,5,20,15,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
497,2021-01-11 13:15:00,0,0,5,5,5,5,10,15,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
498,2021-01-11 13:30:00,0,5,5,5,5,5,25,10,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
499,2021-01-11 13:45:00,0,5,5,5,5,10,15,5,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
500,2021-01-11 14:00:00,10,5,5,5,5,15,30,10,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,5,0,Monday
501,2021-01-11 14:15:00,10,5,5,5,5,15,15,10,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,5,0,Monday
502,2021-01-11 14:30:00,5,10,5,5,15,10,10,10,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,5,0,Monday
503,2021-01-11 14:45:00,10,5,5,5,5,10,20,10,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
504,2021-01-11 15:00:00,5,5,5,5,5,10,10,10,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
505,2021-01-11 15:15:00,5,10,5,5,5,10,25,10,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
506,2021-01-11 15:30:00,5,10,5,5,5,10,10,10,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
507,2021-01-11 15:45:00,5,5,5,5,5,10,25,10,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
508,2021-01-11 16:00:00,5,5,5,5,5,10,10,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
509,2021-01-11 16:15:00,5,5,5,5,5,10,25,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
510,2021-01-11 16:30:00,5,5,5,5,5,10,15,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
511,2021-01-11 16:45:00,5,5,5,5,5,5,15,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
512,2021-01-11 17:00:00,5,5,10,10,5,5,20,10,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
513,2021-01-11 17:15:00,5,5,10,10,5,5,15,10,5,15,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
514,2021-01-11 17:30:00,5,5,10,5,5,5,25,10,5,15,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
515,2021-01-11 17:45:00,5,10,10,5,5,5,15,10,5,15,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
516,2021-01-11 18:00:00,5,15,5,5,5,5,30,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
517,2021-01-11 18:15:00,5,15,5,5,5,5,15,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
518,2021-01-11 18:30:00,5,15,5,10,5,5,30,10,5,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
519,2021-01-11 18:45:00,5,5,10,10,5,5,20,10,5,5,10,5,5,0,5,5,5,5,5,5,10,5,5,0,0,0,0,Monday
520,2021-01-11 19:00:00,5,10,10,10,5,5,5,10,5,5,10,5,5,0,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
521,2021-01-11 19:15:00,5,15,10,5,5,5,20,10,5,5,10,5,5,0,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
522,2021-01-11 19:30:00,5,20,10,5,5,5,5,15,5,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,Monday
523,2021-01-11 19:45:00,5,5,15,5,5,5,0,0,5,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,Monday
524,2021-01-11 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
525,2021-01-11 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
526,2021-01-11 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
527,2021-01-11 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
528,2021-01-12 09:00:00,0,0,5,0,0,0,0,0,0,0,10,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,Tuesday
529,2021-01-12 09:15:00,0,0,5,5,5,0,0,0,0,5,10,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,1,Tuesday
530,2021-01-12 09:30:00,0,5,5,5,5,0,0,0,0,5,10,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,1,Tuesday
531,2021-01-12 09:45:00,0,5,5,5,5,0,0,0,0,5,10,0,5,0,5,5,0,5,0,0,0,0,5,0,0,0,1,Tuesday
532,2021-01-12 10:00:00,0,5,5,5,5,5,30,10,0,5,10,0,5,5,5,5,5,5,5,5,0,0,5,0,0,0,1,Tuesday
533,2021-01-12 10:15:00,0,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,0,0,5,0,0,0,1,Tuesday
534,2021-01-12 10:30:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,0,5,0,0,0,1,Tuesday
535,2021-01-12 10:45:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,0,0,5,0,0,0,1,Tuesday
536,2021-01-12 11:00:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,0,5,0,0,0,1,Tuesday
537,2021-01-12 11:15:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,0,0,5,0,0,0,1,Tuesday
538,2021-01-12 11:30:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,1,Tuesday
539,2021-01-12 11:45:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
540,2021-01-12 12:00:00,5,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
541,2021-01-12 12:15:00,5,5,5,5,5,0,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
542,2021-01-12 12:30:00,5,5,5,5,5,0,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
543,2021-01-12 12:45:00,5,5,5,5,5,0,10,10,0,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
544,2021-01-12 13:00:00,5,5,5,5,5,0,20,10,0,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
545,2021-01-12 13:15:00,5,5,5,5,5,0,30,10,0,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
546,2021-01-12 13:30:00,5,5,5,5,5,0,30,10,0,5,10,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
547,2021-01-12 13:45:00,5,5,5,5,5,0,10,10,0,5,10,5,5,0,5,5,5,5,5,5,0,5,5,0,0,5,1,Tuesday
548,2021-01-12 14:00:00,5,5,5,5,5,0,30,10,0,5,10,5,5,0,5,5,5,5,5,5,5,0,0,0,0,5,1,Tuesday
549,2021-01-12 14:15:00,5,5,5,5,5,5,15,10,0,5,10,5,10,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
